"ACTR3B","ANLN","BAG1","BCL2","BIRC5","BLVRA","CCNB1","CCNE1","CDC20","CDC6","CDH3","CENPF","CEP55","CXXC5","EGFR","ERBB2","ESR1","EXO1","FGFR4","FOXA1","FOXC1","GPR160","GRB7","KIF2C","KRT14","KRT17","KRT5","MAPT","MDM2","MELK","MIA","MKI67","MLPH","MMP11","MYBL2","MYC","NAT1","NDC80","NUF2","ORC6L","PGR","PHGDH","PTTG1","RRM2","SFRP1","SLC39A6","TMEM45B","TYMS","UBE2C","UBE2T","subtype"
16,72,36,20,64,60,68,12,54,88,62,80,46,58,10,100,96,18,22,94,6,74,92,48,34,26,28,44,66,52,2,84,90,82,78,40,86,32,56,14,4,70,24,76,42,98,8,30,50,38,"BRCA.LumB"
10,54,58,82,40,76,64,4,60,24,48,68,30,80,22,90,100,14,66,96,8,78,36,44,42,46,56,72,88,16,2,94,92,86,38,84,34,26,20,18,6,28,32,74,52,98,12,50,70,62,"BRCA.LumB"
24,52,62,94,40,72,56,14,54,58,22,82,44,46,10,84,100,36,18,96,16,70,38,60,4,6,8,34,78,28,2,86,90,50,66,88,26,48,32,20,92,80,30,76,12,98,68,74,64,42,"BRCA.LumB"
34,54,82,94,52,64,68,16,56,58,38,74,26,72,8,90,98,28,18,96,14,62,50,48,4,12,6,84,86,44,2,70,88,92,78,80,22,40,42,24,76,30,36,60,20,100,10,66,32,46,"BRCA.LumB"
22,60,78,88,38,68,62,16,54,58,12,84,28,76,10,96,98,40,14,94,18,86,70,46,36,30,26,80,82,42,4,64,92,90,74,66,6,32,52,24,8,20,34,72,44,100,2,56,48,50,"BRCA.LumB"
18,62,78,76,38,72,74,12,42,50,60,88,36,82,14,96,92,28,4,94,6,64,66,46,26,44,30,68,84,24,2,86,90,98,70,58,16,34,32,10,20,54,40,80,8,100,22,48,56,52,"BRCA.LumB"
24,42,58,48,26,62,70,16,54,40,52,86,44,72,8,94,100,28,92,98,6,36,30,46,12,10,14,84,66,32,2,90,88,78,82,80,68,22,34,18,74,76,38,64,20,96,4,50,60,56,"BRCA.LumB"
24,46,56,38,72,94,66,4,88,48,32,64,52,74,16,86,98,14,10,90,8,60,28,42,62,70,58,26,84,34,2,76,92,100,80,30,44,50,18,20,6,82,54,78,12,96,22,40,68,36,"BRCA.LumB"
18,64,34,40,26,30,76,12,54,58,22,86,42,74,50,100,94,32,16,88,10,60,90,48,4,14,6,52,62,28,2,84,80,96,78,72,98,36,44,20,70,68,56,82,8,92,24,38,66,46,"BRCA.LumB"
22,62,68,60,30,78,66,12,50,48,34,76,42,84,18,90,100,20,54,94,10,70,64,44,6,4,8,92,74,36,2,86,88,96,72,82,46,26,24,16,80,38,32,52,14,98,28,56,58,40,"BRCA.LumB"
20,62,76,54,28,74,66,6,34,32,58,80,38,86,8,90,96,24,12,92,4,72,40,36,18,48,30,46,84,50,2,82,94,98,78,68,88,16,26,14,52,64,42,70,22,100,10,56,60,44,"BRCA.LumB"
24,52,74,88,50,80,84,22,42,64,28,76,30,72,14,94,96,26,12,92,20,40,62,48,6,8,6,78,82,44,2,66,90,98,86,56,68,38,34,32,36,18,60,70,16,100,10,46,54,58,"BRCA.LumB"
26,58,82,48,34,74,66,12,56,40,36,86,50,62,14,100,94,22,64,96,16,76,90,46,6,8,4,72,78,60,2,88,92,68,84,52,70,20,32,18,10,38,30,80,24,98,28,42,54,44,"BRCA.LumB"
18,60,62,50,32,86,74,10,44,64,46,82,34,78,6,96,94,36,12,92,8,66,52,42,22,26,20,54,80,38,2,84,90,98,76,58,88,24,28,14,40,72,30,68,4,100,16,56,70,48,"BRCA.LumB"
28,62,82,90,48,70,78,20,66,44,64,86,30,76,2,96,100,36,12,98,10,56,58,54,16,14,6,34,84,52,4,80,92,50,88,60,24,42,38,26,22,18,46,72,8,94,32,68,74,40,"BRCA.LumB"
8,68,84,64,36,74,66,10,46,54,60,88,42,70,6,96,94,40,30,92,4,56,38,48,28,14,24,50,86,26,2,80,90,98,76,62,78,18,20,12,82,22,32,72,16,100,44,52,58,34,"BRCA.LumB"
36,60,54,82,30,28,68,26,74,58,14,90,38,64,40,48,84,42,18,86,12,22,34,50,4,8,6,70,78,32,4,96,76,100,98,52,20,44,46,24,56,88,72,94,10,92,16,66,80,62,"BRCA.LumB"
